product_title,subcategory,asin,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
EdgeStar IB250WH 15 Inch Wide 20 Lb. Built-In Ice Maker with 25 Lbs. Daily Ice Production - No Drain Required,ice makers,B07K1PV64Z,829.0,829.0,964.99,1029.99,879.0,979.66,954.5,879.0,969.59,879.0,879.0,969.59,969.59,969.59,1089.49,1082.79,1344.9,1344.9,1159.99,1159.99,1159.99,1019.0,1019.0,1019.0,984.49,911.17,887.0,887.0,949.0,949.0,711.75,664.3,906.06,759.2,741.77,741.77,741.77,741.77,949.0,949.0,949.0,949.0,949.0,949.0,1034.14,1049.0,1049.0,989.0
"Honeywell Replacement Wicking Filter A, 1 Pack, White",replacement wicks,B07V4T5477,10.98,10.86,10.86,10.93,18.64,23.46,20.73,20.73,20.73,22.71,27.2,25.18,21.55,7.56,9.09,8.9,11.82,11.82,4.92,9.99,9.36,10.51,10.86,10.33,9.81,9.41,12.93,6.92,12.54,17.9,17.35,17.08,15.5,9.77,10.43,14.89,12.91,15.8,15.27,11.48,9.27,9.15,9.4,9.4,12.72,12.72,12.72,12.72
Saturnpower Portable Mini Washing Machine，Small Compact Laundry 4.4lbs Capacity Washer w/Spin Cycle Basket and Drain Hose Drum Washing Machine,portable washers,B07W139JD1,83.98,125.0,125.0,125.0,125.0,125.0,139.98,76.99,76.49,80.51,101.35,83.4,90.99,91.99,94.99,94.99,97.99,96.66,97.98,70.74,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,59.99,59.99,59.99,59.99,46.79,44.99,44.99,44.99,44.99,41.99,39.99,39.49,39.49
"Magic Chef Compact Laundry Dryer Machine, Small Portable Dryer, Vented, 2.6 Cubic Feet, White",dryers,B00LS36OGC,286.47,307.38,317.65,317.35,341.9,317.01,303.99,271.67,240.57,241.49,294.21,341.3,313.06,363.39,312.48,370.98,352.62,372.06,349.15,375.45,398.58,402.02,390.09,389.2,361.93,358.12,373.0,372.16,361.59,350.84,358.05,354.25,348.42,347.95,432.8,379.14,330.39,333.51,334.1,335.02,334.37,330.85,330.85,320.02,316.71,318.86,321.77,321.64
"Empava 20.5"" Double Elements Electric Stove 1800W Induction Cooktop with Two Separate Heating Zones, Timer, 9 Temperature and Power Levels, Kids Safety Lock, Touch Sensor Control Black",cooktops,B07Z4HFZKD,213.98,221.68,221.68,210.6,208.67,221.68,199.99,304.89,312.58,210.84,221.68,221.68,221.68,221.68,236.37,225.08,231.64,231.64,231.13,207.98,207.98,270.62,212.73,212.73,238.45,238.45,243.99,243.99,243.99,243.99,243.99,258.44,235.3,209.05,184.13,235.3,199.99,208.24,234.54,234.54,234.54,216.5,216.5,216.5,216.5,216.16,216.16,209.91
FD Supply Co. Metal Blow Off Caps for Ansul R102 and Piranha Industrial Kitchen Suppression Vent A Hood Systems – Fire Suppression Nozzles – Small Grease Caps Kit (5 Caps),range hoods,B07ZCC984L,59.99,59.97,69.99,59.99,59.99,73.33,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,49.99,46.97,46.4,46.4,49.0,49.19,62.66,44.99
"ZENY Portable Clothes Washing Machine Mini Twin Tub Washing Machine 13lbs Capacity with Spin Dryer,Compact Washer and Dryer Combo Lightweight Small Laundry Washer for Home,Apartments, Dorm Rooms,RV",portable washers,B07BD2G4TY,109.99,112.19,126.96,148.64,155.99,155.19,155.19,157.66,147.99,149.99,149.99,150.86,155.32,158.19,150.28,141.38,135.32,132.99,130.99,127.86,120.49,115.73,112.24,108.66,104.66,99.98,95.52,95.52,95.52,92.99,92.99,91.99,91.99,75.74,71.94,73.49,83.34,83.19,84.69,84.69,81.74,83.99,83.99,86.49,86.49,117.99,87.99,87.99
"NEW 2304099 Refrigerator Adaptive Defrost Control Board Replaces ADC4099, 2213100, 2213473, 2302564, 2303826-2 YEAR WARRANTY",refrigerators,B07MTNSZH3,44.93,44.93,44.93,44.93,44.93,44.93,44.93,44.93,44.93,44.93,44.93,35.82,35.82,36.69,36.69,39.55,39.55,39.95,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,38.95,38.95,38.95,38.95,36.95,36.95,32.95,32.95,36.95,36.95,36.45,38.83,38.83,38.83,38.83,38.83,38.83,38.83,38.83,38.83
"GE GUD27ESSMWW Unitized Spacemaker 3.8 Washer with Stainless Steel Basket and 5.9 Cu. Ft. Capacity Electric Dryer, White",dryers,B07BDRM9DN,1380.93,1324.34,1391.3,1405.2,1405.2,1499.0,1665.67,1609.02,1791.2,1839.0,1346.49,1346.49,1372.42,1388.99,1384.59,1396.38,1392.46,1416.17,1388.01,1381.9,1324.0,1335.5,1353.5,1416.11,1402.93,1354.11,1358.81,1365.18,1318.62,1307.74,1271.2,1390.9,1406.64,1352.26,1325.63,1271.35,1268.25,1253.12,1259.22,1236.11,1262.55,1297.75,1264.63,1262.74,1222.74,1231.64,1246.18,1190.01
GE PGP9036SLSS 36 Inch Gas Cooktop,cooktops,B074KMY5GH,1729.99,1729.99,1729.99,1729.99,1479.95,1479.95,1479.95,1479.95,1479.95,1479.95,1549.0,1549.0,1549.0,1599.0,1979.0,1999.0,1999.0,1999.0,2570.96,2750.96,3162.56,3162.56,1968.5,2138.0,2138.0,2138.0,2138.0,2138.0,2138.0,2138.0,1999.0,1999.0,1854.97,1599.0,1394.1,1369.0,1316.5,1264.0,1266.5,1266.5,1330.67,1582.27,1569.89,1599.37,1549.58,1682.33,1350.14,1349.5
"Frigidaire Gallery 30 Inch Stainless Steel Gas Cooktop, 5-Burner Range with Liquid Propane Cooktop Conversion Kit, FGGC3047QS",cooktops,B00WAI881I,1024.54,663.48,591.5,677.45,665.07,658.57,740.93,768.32,731.3,685.75,596.52,690.69,630.07,722.06,597.87,575.34,710.11,623.31,596.1,591.86,590.91,573.66,537.18,574.47,564.0,573.75,557.91,549.51,543.96,542.99,508.5,494.6,510.89,514.64,435.31,445.79,574.0,535.5,544.25,562.33,652.33,701.1,644.0,662.33,662.33,587.57,499.89,500.67
"ZLINE 34"" Ducted Island Mount Range Hood Insert in Stainless Steel (824i-34)",range hoods,B01LFK90WW,749.95,749.95,749.95,749.95,749.95,749.95,749.95,749.95,999.95,999.95,999.95,999.95,999.95,999.95,999.95,999.95,999.94,999.93,980.56,879.9,889.96,999.95,961.84,961.84,961.84,961.84,939.62,895.0,875.0,875.0,937.48,937.48,937.48,937.48,799.96,799.96,799.96,799.96,799.96,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,841.89
"Avanti GRO20P0W Gas Range Oven Compact Freestanding Design, 4 Burners with Electronic Ignition, 2.1 Cu.Ft. Capacity Features Solid Door Storage Drawer Broiler and Accessories, 20-Inch, White",freestanding ranges,B06X6MXBH6,519.62,519.62,499.0,499.0,507.43,906.91,937.28,858.11,833.77,603.83,657.26,510.24,846.0,904.52,848.75,717.4,701.96,652.08,858.4,988.37,861.9,861.9,655.09,893.0,693.47,660.36,639.98,631.76,755.51,644.83,555.69,617.59,799.0,696.17,635.89,658.22,569.42,689.1,698.85,657.21,654.51,645.2,647.99,613.79,610.09,616.91,684.03,671.27
"Fluidmaster 12IM96 Ice Maker Connector, Braided Stainless Steel - 1/4 Compression Thread x 1/4 Compression Thread, 8 Ft. (96-Inch) Length",ice makers,B000I17FFE,12.32,15.46,15.76,15.76,15.76,15.76,14.44,14.44,14.44,15.76,15.76,15.48,16.99,16.98,17.17,17.64,17.64,17.64,18.68,18.68,18.68,17.3,14.9,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.68,21.1,18.68,20.38,22.91,19.76,19.76,19.76,19.76,18.88,18.66,23.18,18.28,18.28,18.28,18.28,20.11
"Awoco 11-3/4""D Super Quiet Split Insert Stainless Steel Range Hood, 4-Speed, 800 CFM, LED Lights, Mesh Filters with 6” Blower (36""W 6"" Vent)",range hoods,B07VV18GN3,420.0,420.0,420.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,395.0,395.0,390.0,390.0,390.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,385.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0
"Waterdrop WD-F13 Replacement for GE® MWF®, SmartWater® MWFP, MWFINT, MWFA, GWF, HDX FMG-1, Kenmore® 9991, GSE25GSHECSS, WFC1201 Water Filter, 3 Pack",water filters,B079SBMYWC,25.99,29.86,29.86,27.17,26.99,28.2,25.99,26.99,29.99,29.44,28.66,28.66,29.99,29.99,29.99,29.99,29.99,29.99,32.32,27.74,27.74,28.59,29.92,27.99,28.49,27.59,27.59,28.49,28.49,27.89,27.66,28.32,26.99,27.99,28.32,29.99,29.99,26.99,26.99,25.99,26.99,29.99,29.98,23.99,30.32,26.39,23.99,29.98
"AMANA NED4655EW 6.5 Cu. Ft. Front Load Electric Dryer, White, 11 Drying Cycles-105350",dryers,B00VGUTJPA,594.33,639.0,680.38,610.28,498.0,494.1,517.95,554.0,575.88,496.85,496.0,496.0,496.0,450.0,424.12,503.77,463.49,496.91,664.96,670.0,689.5,632.85,681.87,666.44,645.55,641.12,661.0,614.68,607.09,607.24,568.37,556.38,598.79,553.9,519.62,576.29,564.27,598.73,590.66,588.32,590.5,564.3,603.7,541.35,486.17,486.17,480.41,492.11
"Farberware Portable Countertop Dishwasher - 7-Program System for Home, RV, and Apartment - Wash Dishes, Glass, and Baby Products - Hookup Required",countertop dishwashers,B07VMTF2Y4,352.55,396.25,384.08,384.08,496.2,406.37,430.91,275.88,301.54,429.54,483.37,489.74,517.35,717.23,697.1,789.99,383.34,322.61,491.56,353.32,306.71,325.24,361.22,282.81,286.61,368.59,323.57,369.37,317.02,350.43,334.29,322.76,334.36,274.99,274.66,289.64,286.66,279.99,296.0,296.0,289.8,290.47,385.86,414.99,414.99,414.99,382.97,382.97
"Flame King YSNHT600 2-Burner Built-in RV Cooktop Propane Stove, 7200 and 5200 BTU Burners, Self-Igniting, Cover Included, Silver, 18.5"" x 13"" x 4.5""",cooktops,B01D42QH2U,65.01,65.01,79.87,82.65,82.65,82.65,77.05,77.05,77.05,77.05,77.05,77.05,77.05,100.63,100.63,82.84,78.87,80.05,80.05,80.05,80.05,80.53,78.81,77.74,79.07,80.34,80.66,80.66,80.66,80.66,80.66,79.84,79.84,76.05,76.05,76.05,76.05,77.69,77.69,77.69,98.69,96.59,77.69,77.69,77.69,92.34,89.95,87.25
"Filterlogic UKF8001 Replacement for EveryDrop® Filter 4, Whirlpool® EDR4RXD1, Maytag® 4396395, UKF8001AXX-200, UKF8001AXX-750, 46-9006, Puriclean II, FL-RF07, Refrigerator Water Filter, Pack of 3",water filters,B078VZ7ZJR,27.49,25.97,24.96,26.48,24.97,26.53,25.99,25.32,26.32,25.04,27.37,23.78,27.27,26.78,27.16,28.49,26.24,26.24,29.19,26.19,26.66,28.99,26.99,27.32,27.99,26.19,37.55,37.42,25.59,27.99,29.06,25.89,25.99,25.88,27.74,27.39,26.29,26.39,27.78,26.98,26.98,27.32,25.32,25.83,27.99,24.79,22.39,26.12
Frigidaire Water and Air Filter Combo Pack (ULTRAWF & PAULTRA),water filters,B07GG9RJBS,49.9,49.9,46.97,51.79,51.89,52.34,48.7,46.06,45.0,45.0,45.0,45.49,45.49,45.49,52.48,55.99,55.99,55.99,48.69,49.99,49.99,52.03,51.99,50.3,52.56,53.75,48.1,51.13,51.78,50.14,53.11,53.62,52.69,51.42,57.03,59.19,62.69,62.7,56.31,59.18,60.19,59.46,59.1,61.83,48.31,52.99,42.86,56.93
"GASLAND Electric Cooktop 36 Inch, 8200W Built-in Radiant Stovetop CH90BS with 5 Burners, 220-240V Ceramic Electric Stove, 7 Power Levels, Mechanical Knob Control, Hot Warning, Hard Wire",cooktops,B07YW88NGK,549.99,549.99,549.99,549.99,529.99,602.24,549.99,539.99,539.99,539.99,564.49,564.49,564.49,564.49,539.99,529.99,539.99,539.99,559.83,566.2,566.2,566.2,579.67,498.77,512.58,514.99,509.99,509.99,509.99,509.99,509.99,509.99,509.99,509.99,509.99,509.99,509.99,509.99,509.99,509.99,449.99,449.99,454.99,449.99,449.99,493.32,349.99,452.49
"SINDA Classic Hammered Solid Copper Range Hood with High Airflow Cenrtifugal Blower, Stainless Steal Vent with Liner and Internal Motor, Baffle Filter, H3 302127ST, 30""Wx27""H, Wall Mount",range hoods,B077MX2S2K,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3154.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0,3282.0
"Fisher Paykel DD24SAX9 24"" Drawers Full Console Dishwasher in Stainless Steel",dishwashers,B01MQGDIAR,775.0,791.0,791.0,787.0,769.0,764.0,764.0,764.0,785.0,948.9,948.9,948.9,948.9,887.8,1610.09,1480.11,1480.11,1480.11,1480.11,1480.11,769.77,788.24,790.89,838.37,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,895.0,885.88,879.8,899.0,899.0,899.0,1248.11,1248.11,1248.11,899.0,899.0,877.72,883.71,894.0
